Año;Área;Grupo de edad de la madre;Número de Nacimientos;Población Mujeres;Tasa
2020;Sin Información;25 a 29 años;29;0;0
2020;Sumapaz;25 a 29 años;9;128;70.31
2020;Santa Fe;25 a 29 años;374;5591;66.89
2020;Barrios Unidos;25 a 29 años;312;6932;45.01
2021;Tunjuelito;25 a 29 años;493;8944;55.12
2021;Barrios Unidos;25 a 29 años;251;7105;35.33
2021;Rafael Uribe Uribe;25 a 29 años;1088;18162;59.91
2021;Santa Fe;25 a 29 años;319;5930;53.79
2021;Suba;25 a 29 años;2575;60965;42.24
2021;Bosa;25 a 29 años;1996;38035;52.48
2021;Engativá;25 a 29 años;1630;41989;38.82
2021;Fontibón;25 a 29 años;721;19208;37.54
2021;Kennedy;25 a 29 años;2664;53352;49.93
2021;San Cristóbal;25 a 29 años;1031;19719;52.28
2021;La Candelaria;25 a 29 años;56;881;63.56
2021;Usaquén;25 a 29 años;896;27319;32.8
2021;Ciudad Bolívar;25 a 29 años;2137;32902;64.95
2021;Bogotá;25 a 29 años;18377;392360;46.84
2021;Antonio Nariño;25 a 29 años;214;4010;53.37
2021;Sumapaz;25 a 29 años;9;137;65.69
2021;Chapinero;25 a 29 años;213;9119;23.36
2021;Sin Información;25 a 29 años;30;0;0
2021;Teusaquillo;25 a 29 años;165;8014;20.59
2021;Usme;25 a 29 años;1042;19478;53.5
2021;Los Mártires;25 a 29 años;272;5117;53.16
2021;Puente Aranda;25 a 29 años;575;11974;48.02
2022;Ciudad Bolívar;25 a 29 años;2003;33837;59.2
2022;La Candelaria;25 a 29 años;55;884;62.22
2022;Rafael Uribe Uribe;25 a 29 años;1048;18364;57.07
2022;Sin Información;25 a 29 años;14;0;0
2022;Bosa;25 a 29 años;2028;38614;52.52
2022;Barrios Unidos;25 a 29 años;274;7092;38.64
2022;Puente Aranda;25 a 29 años;569;12004;47.4
2022;Kennedy;25 a 29 años;2721;53610;50.76
2022;Sumapaz;25 a 29 años;8;131;61.07
2022;Tunjuelito;25 a 29 años;452;9013;50.15
2022;Suba;25 a 29 años;2650;62262;42.56
2022;Chapinero;25 a 29 años;215;8843;24.31
2022;Los Mártires;25 a 29 años;246;5217;47.15
2022;Teusaquillo;25 a 29 años;206;8096;25.44
2022;Usaquén;25 a 29 años;933;27641;33.75
2022;San Cristóbal;25 a 29 años;996;19842;50.2
2022;Fontibón;25 a 29 años;765;19659;38.91
2022;Engativá;25 a 29 años;1662;41949;39.62
2022;Antonio Nariño;25 a 29 años;211;4048;52.12
2022;Usme;25 a 29 años;1033;20179;51.19
2022;Santa Fe;25 a 29 años;313;6175;50.69
2022;Bogotá;25 a 29 años;18402;397460;46.3
2023;Puente Aranda;25 a 29 años;528;11879;44.45
2023;Ciudad Bolívar;25 a 29 años;1792;35107;51.04
2023;Los Mártires;25 a 29 años;290;5190;55.88
2023;Antonio Nariño;25 a 29 años;213;4083;52.17
2023;Rafael Uribe Uribe;25 a 29 años;1010;18454;54.73
2023;Teusaquillo;25 a 29 años;189;7417;25.48
2023;La Candelaria;25 a 29 años;34;909;37.4
2023;Bogotá;25 a 29 años;17212;397400;43.31
2023;Chapinero;25 a 29 años;194;8552;22.68
2023;Kennedy;25 a 29 años;2472;53379;46.31
2023;Suba;25 a 29 años;2425;62280;38.94
2023;Barrios Unidos;25 a 29 años;243;7231;33.61
2023;Bosa;25 a 29 años;1957;38907;50.3
2023;Usaquén;25 a 29 años;903;27345;33.02
2023;Fontibón;25 a 29 años;758;19666;38.54
2023;San Cristóbal;25 a 29 años;870;19959;43.59
2023;Sumapaz;25 a 29 años;5;129;38.76
2023;Engativá;25 a 29 años;1689;41229;40.97
2023;Santa Fe;25 a 29 años;278;6148;45.22
2023;Sin Información;25 a 29 años;4;0;0
2023;Tunjuelito;25 a 29 años;387;8927;43.35
2023;Usme;25 a 29 años;971;20609;47.12
2024p;San Cristóbal;25 a 29 años;895;19913;44.95
2024p;Bosa;25 a 29 años;1770;38820;45.6
2024p;Santa Fe;25 a 29 años;274;6046;45.32
2024p;Sin Información;25 a 29 años;7;0;0
2024p;Ciudad Bolívar;25 a 29 años;1753;35570;49.28
2024p;Usaquén;25 a 29 años;847;26652;31.78
2024p;Kennedy;25 a 29 años;2340;52654;44.44
2024p;Antonio Nariño;25 a 29 años;179;3991;44.85
2024p;Tunjuelito;25 a 29 años;409;8764;46.67
2024p;Teusaquillo;25 a 29 años;175;6852;25.54
2024p;Usme;25 a 29 años;923;20749;44.48
2024p;Fontibón;25 a 29 años;710;19409;36.58
2024p;Barrios Unidos;25 a 29 años;238;7132;33.37
2024p;Bogotá;25 a 29 años;16091;392321;41.01
2024p;Chapinero;25 a 29 años;218;8076;26.99
2024p;Rafael Uribe Uribe;25 a 29 años;881;18354;48
2024p;Puente Aranda;25 a 29 años;486;11541;42.11
2024p;Engativá;25 a 29 años;1485;40062;37.07
2024p;La Candelaria;25 a 29 años;35;881;39.73
2024p;Sumapaz;25 a 29 años;4;127;31.5
2024p;Suba;25 a 29 años;2212;61655;35.88
2024p;Los Mártires;25 a 29 años;250;5073;49.28
2005;Puente Aranda;30 a 34 años;700;9982;70.13
2005;Suba;30 a 34 años;3003;40075;74.93
2005;Usme;30 a 34 años;728;10865;67
2005;Los Mártires;30 a 34 años;259;3213;80.61
2005;Bogotá;30 a 34 años;19192;275068;69.77
2005;Kennedy;30 a 34 años;2280;38819;58.73
2005;Santa Fe;30 a 34 años;329;3645;90.26
2005;Fontibón;30 a 34 años;1161;13485;86.1
2005;Rafael Uribe Uribe;30 a 34 años;974;14207;68.56
2005;Sumapaz;30 a 34 años;8;184;43.48
2005;Tunjuelito;30 a 34 años;684;7155;95.6
2005;Ciudad Bolívar;30 a 34 años;1375;21918;62.73
2005;Usaquén;30 a 34 años;1341;18369;73
2005;Bosa;30 a 34 años;1353;20652;65.51
2005;Sin Información;30 a 34 años;362;0;0
2005;San Cristóbal;30 a 34 años;1094;15419;70.95
2005;Teusaquillo;30 a 34 años;294;5510;53.36
2005;La Candelaria;30 a 34 años;24;896;26.79
2005;Engativá;30 a 34 años;2253;32609;69.09
2005;Antonio Nariño;30 a 34 años;200;4072;49.12
2005;Chapinero;30 a 34 años;505;5774;87.46
2005;Barrios Unidos;30 a 34 años;265;8219;32.24
2006;Usaquén;30 a 34 años;1333;19174;69.52
2006;Teusaquillo;30 a 34 años;268;5573;48.09
2006;Chapinero;30 a 34 años;486;6051;80.32
2006;Antonio Nariño;30 a 34 años;177;3855;45.91
2006;Usme;30 a 34 años;698;11266;61.96
2006;Fontibón;30 a 34 años;1144;13939;82.07
2006;Sin Información;30 a 34 años;423;0;0
2006;Bosa;30 a 34 años;1412;21953;64.32
2006;Ciudad Bolívar;30 a 34 años;1238;22181;55.81
2006;Rafael Uribe Uribe;30 a 34 años;877;14096;62.22
2006;Engativá;30 a 34 años;2259;32467;69.58
2006;Kennedy;30 a 34 años;2344;39236;59.74
2006;Los Mártires;30 a 34 años;283;3114;90.88
2006;La Candelaria;30 a 34 años;25;849;29.45
2006;Sumapaz;30 a 34 años;9;168;53.57
2006;Bogotá;30 a 34 años;19116;279116;68.49
2006;Tunjuelito;30 a 34 años;631;7056;89.43
2006;Santa Fe;30 a 34 años;332;3695;89.85
2006;Barrios Unidos;30 a 34 años;371;7633;48.6
2006;Suba;30 a 34 años;2992;41687;71.77
2006;Puente Aranda;30 a 34 años;760;9862;77.06
2006;San Cristóbal;30 a 34 años;1054;15261;69.06
2007;Engativá;30 a 34 años;2224;32571;68.28
2007;Puente Aranda;30 a 34 años;789;9822;80.33
2007;Sin Información;30 a 34 años;340;0;0
2007;Sumapaz;30 a 34 años;9;155;58.06
2007;Antonio Nariño;30 a 34 años;208;3699;56.23
2007;La Candelaria;30 a 34 años;41;814;50.37
2007;Chapinero;30 a 34 años;491;6334;77.52
2007;Fontibón;30 a 34 años;1099;14401;76.31
2007;Usaquén;30 a 34 años;1465;19985;73.3
2007;Los Mártires;30 a 34 años;224;3060;73.2
2007;Kennedy;30 a 34 años;2615;39842;65.63
2007;Bogotá;30 a 34 años;19592;284425;68.88
2007;Bosa;30 a 34 años;1433;23198;61.77
2007;Tunjuelito;30 a 34 años;591;7019;84.2
2007;Santa Fe;30 a 34 años;290;3771;76.9
2007;Teusaquillo;30 a 34 años;306;5680;53.87
2007;Ciudad Bolívar;30 a 34 años;1356;22558;60.11
2007;Rafael Uribe Uribe;30 a 34 años;960;14092;68.12
2007;Barrios Unidos;30 a 34 años;361;7198;50.15
2007;Usme;30 a 34 años;690;11697;58.99
2007;San Cristóbal;30 a 34 años;1042;15231;68.41
2007;Suba;30 a 34 años;3058;43298;70.63
2008;Los Mártires;30 a 34 años;245;3040;80.59
2008;Ciudad Bolívar;30 a 34 años;1365;23028;59.28
2008;Chapinero;30 a 34 años;476;6629;71.81
2008;Suba;30 a 34 años;3110;44897;69.27
2008;Antonio Nariño;30 a 34 años;223;3591;62.1
2008;Bogotá;30 a 34 años;19790;290702;68.08
2008;Tunjuelito;30 a 34 años;586;7033;83.32
2008;Usaquén;30 a 34 años;1588;20798;76.35
2008;Teusaquillo;30 a 34 años;333;5820;57.22
2008;Sin Información;30 a 34 años;107;0;0
2008;Sumapaz;30 a 34 años;13;145;89.66
2008;Santa Fe;30 a 34 años;291;3862;75.35
2008;Rafael Uribe Uribe;30 a 34 años;968;14180;68.27
2008;Bosa;30 a 34 años;1561;24402;63.97
2008;San Cristóbal;30 a 34 años;971;15298;63.47
2008;Kennedy;30 a 34 años;2782;40585;68.55
2008;La Candelaria;30 a 34 años;61;787;77.51
2008;Barrios Unidos;30 a 34 años;387;6875;56.29
2008;Usme;30 a 34 años;765;12153;62.95
2008;Engativá;30 a 34 años;2186;32868;66.51
2008;Puente Aranda;30 a 34 años;703;9841;71.44
2008;Fontibón;30 a 34 años;1069;14870;71.89
2009;Fontibón;30 a 34 años;1047;15337;68.27
2009;Antonio Nariño;30 a 34 años;238;3524;67.54
2009;San Cristóbal;30 a 34 años;960;15452;62.13
2009;Kennedy;30 a 34 años;2884;41450;69.58
2009;Chapinero;30 a 34 años;568;6932;81.94
2009;Tunjuelito;30 a 34 años;576;7085;81.3
2009;Rafael Uribe Uribe;30 a 34 años;960;14335;66.97
2009;La Candelaria;30 a 34 años;65;771;84.31
2009;Engativá;30 a 34 años;2243;33336;67.28
2009;Los Mártires;30 a 34 años;217;3056;71.01
2009;Sin Información;30 a 34 años;80;0;0
2009;Teusaquillo;30 a 34 años;405;5996;67.55
2009;Puente Aranda;30 a 34 años;641;9910;64.68
2009;Usme;30 a 34 años;743;12630;58.83
2009;Bosa;30 a 34 años;1546;25577;60.44
2009;Barrios Unidos;30 a 34 años;369;6652;55.47
2009;Usaquén;30 a 34 años;1597;21623;73.86
2009;Bogotá;30 a 34 años;20127;297841;67.58
2009;Sumapaz;30 a 34 años;4;140;28.57
2009;Ciudad Bolívar;30 a 34 años;1412;23577;59.89
2009;Suba;30 a 34 años;3333;46485;71.7
2009;Santa Fe;30 a 34 años;239;3973;60.16
2010;Bogotá;30 a 34 años;20079;305156;65.8
2010;Chapinero;30 a 34 años;629;7238;86.9
2010;Santa Fe;30 a 34 años;279;4090;68.22
2010;Sumapaz;30 a 34 años;1;135;7.41
2010;Ciudad Bolívar;30 a 34 años;1373;24151;56.85
2010;Barrios Unidos;30 a 34 años;411;6497;63.26
2010;Kennedy;30 a 34 años;2970;42341;70.14
2010;Suba;30 a 34 años;3099;47971;64.6
2010;Sin Información;30 a 34 años;74;0;0
2010;Engativá;30 a 34 años;2199;33888;64.89
2010;San Cristóbal;30 a 34 años;1015;15644;64.88
2010;Los Mártires;30 a 34 años;241;3096;77.84
2010;Tunjuelito;30 a 34 años;515;7157;71.96
2010;Rafael Uribe Uribe;30 a 34 años;917;14523;63.14
2010;Antonio Nariño;30 a 34 años;198;3484;56.83
2010;Usaquén;30 a 34 años;1727;22420;77.03
2010;Bosa;30 a 34 años;1575;26685;59.02
2010;Fontibón;30 a 34 años;1030;15777;65.28
2010;La Candelaria;30 a 34 años;61;760;80.26
2010;Puente Aranda;30 a 34 años;647;10004;64.67
2010;Usme;30 a 34 años;750;13103;57.24
2010;Teusaquillo;30 a 34 años;368;6192;59.43
2011;Puente Aranda;30 a 34 años;647;10069;64.26
2011;La Candelaria;30 a 34 años;52;752;69.15
2011;Antonio Nariño;30 a 34 años;205;3450;59.42
2011;Rafael Uribe Uribe;30 a 34 años;932;14675;63.51
2011;Usaquén;30 a 34 años;1597;23086;69.18
2011;Santa Fe;30 a 34 años;239;4195;56.97
2011;Sin Información;30 a 34 años;22;0;0
2011;Sumapaz;30 a 34 años;4;130;30.77
2011;Engativá;30 a 34 años;2064;34349;60.09
2011;Barrios Unidos;30 a 34 años;431;6372;67.64
2011;Usme;30 a 34 años;782;13511;57.88
2011;Bosa;30 a 34 años;1535;27607;55.6
2011;San Cristóbal;30 a 34 años;954;15793;60.41
2011;Chapinero;30 a 34 años;621;7511;82.68
2011;Kennedy;30 a 34 años;2904;43049;67.46
2011;Teusaquillo;30 a 34 años;423;6384;66.26
2011;Los Mártires;30 a 34 años;182;3142;57.92
2011;Fontibón;30 a 34 años;973;16115;60.38
2011;Bogotá;30 a 34 años;19866;311167;63.84
2011;Tunjuelito;30 a 34 años;532;7211;73.78
2011;Suba;30 a 34 años;3384;49133;68.87
2011;Ciudad Bolívar;30 a 34 años;1383;24633;56.14
2012;Barrios Unidos;30 a 34 años;397;6274;63.28
2012;Bogotá;30 a 34 años;19854;315883;62.85
2012;Engativá;30 a 34 años;2074;34715;59.74
2012;Antonio Nariño;30 a 34 años;214;3420;62.57
2012;Bosa;30 a 34 años;1541;28353;54.35
2012;Teusaquillo;30 a 34 años;364;6567;55.43
2012;Ciudad Bolívar;30 a 34 años;1377;25010;55.06
2012;Tunjuelito;30 a 34 años;480;7250;66.21
2012;Santa Fe;30 a 34 años;250;4290;58.28
2012;Chapinero;30 a 34 años;638;7755;82.27
2012;Sin Información;30 a 34 años;5;0;0
2012;Kennedy;30 a 34 años;2937;43575;67.4
2012;Suba;30 a 34 años;3276;49981;65.54
2012;Puente Aranda;30 a 34 años;642;10107;63.52
2012;Los Mártires;30 a 34 años;252;3197;78.82
2012;Fontibón;30 a 34 años;1016;16355;62.12
2012;Rafael Uribe Uribe;30 a 34 años;838;14783;56.69
2012;Usme;30 a 34 años;794;13852;57.32
2012;Sumapaz;30 a 34 años;10;127;78.74
2012;Usaquén;30 a 34 años;1727;23626;73.1
2012;La Candelaria;30 a 34 años;77;744;103.49
2012;San Cristóbal;30 a 34 años;945;15902;59.43
2013;Bosa;30 a 34 años;1574;28896;54.47
2013;Santa Fe;30 a 34 años;263;4368;60.21
2013;La Candelaria;30 a 34 años;70;736;95.11
2013;Engativá;30 a 34 años;2024;34937;57.93
2013;Fontibón;30 a 34 años;1020;16482;61.89
2013;Bogotá;30 a 34 años;19635;318915;61.57
2013;Rafael Uribe Uribe;30 a 34 años;892;14832;60.14
2013;Usme;30 a 34 años;724;14108;51.32
2013;Ciudad Bolívar;30 a 34 años;1297;25267;51.33
2013;Chapinero;30 a 34 años;595;7954;74.81
2013;San Cristóbal;30 a 34 años;938;15944;58.83
2013;Los Mártires;30 a 34 años;218;3249;67.1
2013;Antonio Nariño;30 a 34 años;259;3388;76.45
2013;Suba;30 a 34 años;3227;50471;63.94
2013;Barrios Unidos;30 a 34 años;436;6183;70.52
2013;Puente Aranda;30 a 34 años;610;10105;60.37
2013;Teusaquillo;30 a 34 años;397;6734;58.95
2013;Tunjuelito;30 a 34 años;492;7259;67.78
2013;Sin Información;30 a 34 años;7;0;0
2013;Sumapaz;30 a 34 años;4;125;32
2013;Kennedy;30 a 34 años;2960;43867;67.48
2013;Usaquén;30 a 34 años;1628;24010;67.81
2014;Teusaquillo;30 a 34 años;463;6873;67.37
2014;Tunjuelito;30 a 34 años;498;7229;68.89
2014;Bogotá;30 a 34 años;20481;319902;64.02
2014;Sumapaz;30 a 34 años;5;124;40.32
2014;La Candelaria;30 a 34 años;88;724;121.55
2014;Suba;30 a 34 años;3438;50567;67.99
2014;Santa Fe;30 a 34 años;314;4419;71.06
2014;Barrios Unidos;30 a 34 años;375;6087;61.61
2014;Sin Información;30 a 34 años;15;0;0
2014;Engativá;30 a 34 años;2199;34968;62.89
2014;Usme;30 a 34 años;695;14261;48.73
2014;Fontibón;30 a 34 años;1073;16485;65.09
2014;Los Mártires;30 a 34 años;262;3297;79.47
2014;San Cristóbal;30 a 34 años;910;15901;57.23
2014;Antonio Nariño;30 a 34 años;248;3352;73.99
2014;Ciudad Bolívar;30 a 34 años;1421;25363;56.03
2014;Kennedy;30 a 34 años;2976;43878;67.82
2014;Bosa;30 a 34 años;1546;29210;52.93
2014;Usaquén;30 a 34 años;1720;24214;71.03
2014;Rafael Uribe Uribe;30 a 34 años;905;14801;61.14
2014;Puente Aranda;30 a 34 años;696;10051;69.25
2014;Chapinero;30 a 34 años;634;8098;78.29
2015;Antonio Nariño;30 a 34 años;236;3308;71.34
2015;Chapinero;30 a 34 años;600;8190;73.26
2015;Tunjuelito;30 a 34 años;472;7166;65.87
2015;Los Mártires;30 a 34 años;224;3337;67.13
2015;Ciudad Bolívar;30 a 34 años;1463;25319;57.78
2015;Sumapaz;30 a 34 años;9;121;74.38
2015;Usme;30 a 34 años;777;14323;54.25
2015;Fontibón;30 a 34 años;985;16385;60.12
2015;Teusaquillo;30 a 34 años;434;6982;62.16
2015;San Cristóbal;30 a 34 años;882;15786;55.87
2015;Barrios Unidos;30 a 34 años;396;5985;66.17
2015;Suba;30 a 34 años;3440;50329;68.35
2015;Engativá;30 a 34 años;2153;34828;61.82
2015;Bogotá;30 a 34 años;20601;319093;64.56
2015;Puente Aranda;30 a 34 años;729;9951;73.26
2015;Usaquén;30 a 34 años;1801;24256;74.25
2015;Santa Fe;30 a 34 años;289;4448;64.97
2015;Sin Información;30 a 34 años;49;0;0
2015;Kennedy;30 a 34 años;3070;43645;70.34
2015;La Candelaria;30 a 34 años;78;711;109.7
2015;Bosa;30 a 34 años;1626;29321;55.46
2015;Rafael Uribe Uribe;30 a 34 años;888;14702;60.4
2016;Kennedy;30 a 34 años;2840;43358;65.5
2016;Puente Aranda;30 a 34 años;656;9849;66.61
2016;Suba;30 a 34 años;3115;49993;62.31
2016;Tunjuelito;30 a 34 años;467;7100;65.77
2016;Usme;30 a 34 años;804;14353;56.02
2016;San Cristóbal;30 a 34 años;896;15660;57.22
2016;Barrios Unidos;30 a 34 años;441;5897;74.78
2016;Antonio Nariño;30 a 34 años;242;3269;74.03
2016;Bosa;30 a 34 años;1676;29358;57.09
2016;Sin Información;30 a 34 años;92;0;0
2016;Usaquén;30 a 34 años;1743;24242;71.9
2016;La Candelaria;30 a 34 años;35;698;50.14
2016;Fontibón;30 a 34 años;980;16253;60.3
2016;Chapinero;30 a 34 años;649;8264;78.53
2016;Rafael Uribe Uribe;30 a 34 años;902;14596;61.8
2016;Los Mártires;30 a 34 años;206;3377;61
2016;Engativá;30 a 34 años;2055;34657;59.3
2016;Ciudad Bolívar;30 a 34 años;1457;25235;57.74
2016;Teusaquillo;30 a 34 años;379;7092;53.44
2016;Bogotá;30 a 34 años;19868;317844;62.51
2016;Sumapaz;30 a 34 años;6;121;49.59
2016;Santa Fe;30 a 34 años;227;4472;50.76
2017;Engativá;30 a 34 años;1886;34556;54.58
2017;Suba;30 a 34 años;2982;49722;59.97
2017;Antonio Nariño;30 a 34 años;216;3245;66.56
2017;Tunjuelito;30 a 34 años;458;7051;64.96
2017;Usme;30 a 34 años;783;14394;54.4
2017;Bogotá;30 a 34 años;18504;317106;58.35
2017;Los Mártires;30 a 34 años;194;3430;56.56
2017;Usaquén;30 a 34 años;1637;24243;67.52
2017;Santa Fe;30 a 34 años;306;4507;67.89
2017;Barrios Unidos;30 a 34 años;345;5831;59.17
2017;Sin Información;30 a 34 años;35;0;0
2017;Teusaquillo;30 a 34 años;348;7214;48.24
2017;Chapinero;30 a 34 años;625;8343;74.91
2017;Puente Aranda;30 a 34 años;539;9772;55.16
2017;Kennedy;30 a 34 años;2642;43140;61.24
2017;Rafael Uribe Uribe;30 a 34 años;785;14524;54.05
2017;Fontibón;30 a 34 años;912;16145;56.49
2017;Bosa;30 a 34 años;1521;29417;51.7
2017;Sumapaz;30 a 34 años;3;120;25
2017;San Cristóbal;30 a 34 años;847;15573;54.39
2017;La Candelaria;30 a 34 años;80;688;116.28
2017;Ciudad Bolívar;30 a 34 años;1360;25191;53.99
2018;Ciudad Bolívar;30 a 34 años;1409;26253;53.67
2018;Teusaquillo;30 a 34 años;333;6752;49.32
2018;Sin Información;30 a 34 años;28;0;0
2018;Barrios Unidos;30 a 34 años;337;5873;57.38
2018;La Candelaria;30 a 34 años;50;688;72.67
2018;Engativá;30 a 34 años;1811;34638;52.28
2018;Bogotá;30 a 34 años;17427;320113;54.44
2018;Fontibón;30 a 34 años;893;15927;56.07
2018;Los Mártires;30 a 34 años;210;2834;74.1
2018;Suba;30 a 34 años;2724;50272;54.19
2018;Usme;30 a 34 años;712;15086;47.2
2018;Usaquén;30 a 34 años;1484;24642;60.22
2018;Antonio Nariño;30 a 34 años;177;3123;56.68
2018;Chapinero;30 a 34 años;496;8626;57.5
2018;Bosa;30 a 34 años;1579;29823;52.95
2018;Santa Fe;30 a 34 años;254;4453;57.04
2018;San Cristóbal;30 a 34 años;776;15695;49.44
2018;Kennedy;30 a 34 años;2429;44034;55.16
2018;Puente Aranda;30 a 34 años;525;9594;54.72
2018;Sumapaz;30 a 34 años;5;127;39.37
2018;Tunjuelito;30 a 34 años;423;7008;60.36
2018;Rafael Uribe Uribe;30 a 34 años;772;14665;52.64
2019;Usme;30 a 34 años;653;15485;42.17
2019;Santa Fe;30 a 34 años;292;4691;62.25
2019;Usaquén;30 a 34 años;1381;25626;53.89
2019;Puente Aranda;30 a 34 años;541;9888;54.71
2019;Rafael Uribe Uribe;30 a 34 años;789;15068;52.36
2019;Chapinero;30 a 34 años;498;9173;54.29
2019;Sumapaz;30 a 34 años;5;131;38.17
2019;Sin Información;30 a 34 años;20;0;0
2019;Bosa;30 a 34 años;1542;30597;50.4
2019;Tunjuelito;30 a 34 años;412;7258;56.76
2019;Antonio Nariño;30 a 34 años;204;3269;62.4
2019;Los Mártires;30 a 34 años;227;3814;59.52
2019;Kennedy;30 a 34 años;2321;43945;52.82
2019;Ciudad Bolívar;30 a 34 años;1397;26749;52.23
2019;Teusaquillo;30 a 34 años;372;7712;48.24
2019;Engativá;30 a 34 años;1793;35356;50.71
2019;Suba;30 a 34 años;2778;51992;53.43
2019;Fontibón;30 a 34 años;813;16658;48.81
2019;San Cristóbal;30 a 34 años;705;16049;43.93
2019;La Candelaria;30 a 34 años;68;703;96.73
2019;Barrios Unidos;30 a 34 años;346;6177;56.01
2019;Bogotá;30 a 34 años;17157;330341;51.94
2020;Chapinero;30 a 34 años;423;9538;44.35
2020;Bogotá;30 a 34 años;16007;343356;46.62
2020;Antonio Nariño;30 a 34 años;185;3416;54.16
2020;Rafael Uribe Uribe;30 a 34 años;748;15677;47.71
2020;Ciudad Bolívar;30 a 34 años;1344;27795;48.35
2020;Usaquén;30 a 34 años;1258;26302;47.83
2020;Teusaquillo;30 a 34 años;284;8053;35.27
2020;Engativá;30 a 34 años;1661;37034;44.85
2020;Sin Información;30 a 34 años;15;0;0
2020;La Candelaria;30 a 34 años;52;754;68.97
2020;Sumapaz;30 a 34 años;8;132;60.61
2020;San Cristóbal;30 a 34 años;726;16609;43.71
2020;Fontibón;30 a 34 años;761;17235;44.15
2020;Suba;30 a 34 años;2569;53915;47.65
2020;Usme;30 a 34 años;697;16062;43.39
2020;Barrios Unidos;30 a 34 años;316;6487;48.71
2020;Bosa;30 a 34 años;1444;31768;45.45
2020;Kennedy;30 a 34 años;2130;45464;46.85
2020;Tunjuelito;30 a 34 años;382;7713;49.53
2020;Santa Fe;30 a 34 años;279;4927;56.63
2020;Puente Aranda;30 a 34 años;522;10390;50.24
2020;Los Mártires;30 a 34 años;203;4085;49.69
2021;San Cristóbal;30 a 34 años;648;17055;37.99
2021;Sumapaz;30 a 34 años;2;130;15.38
2021;Santa Fe;30 a 34 años;211;5107;41.32
2021;Sin Información;30 a 34 años;16;0;0
2021;Kennedy;30 a 34 años;1984;47108;42.12
2021;Antonio Nariño;30 a 34 años;184;3525;52.2
2021;Engativá;30 a 34 años;1420;38337;37.04
2021;Bogotá;30 a 34 años;14496;353885;40.96
2021;Fontibón;30 a 34 años;691;17605;39.25
2021;Barrios Unidos;30 a 34 años;282;6624;42.57
2021;Teusaquillo;30 a 34 años;239;8283;28.85
2021;Usme;30 a 34 años;656;16512;39.73
2021;Puente Aranda;30 a 34 años;442;10832;40.81
2021;La Candelaria;30 a 34 años;37;791;46.78
2021;Chapinero;30 a 34 años;429;9687;44.29
2021;Tunjuelito;30 a 34 años;350;7905;44.28
2021;Ciudad Bolívar;30 a 34 años;1240;28559;43.42
2021;Bosa;30 a 34 años;1338;32835;40.75
2021;Rafael Uribe Uribe;30 a 34 años;619;16211;38.18
2021;Usaquén;30 a 34 años;1214;27034;44.91
2021;Los Mártires;30 a 34 años;171;4278;39.97
2021;Suba;30 a 34 años;2323;55467;41.88
2022;Suba;30 a 34 años;2405;56736;42.39
2022;Santa Fe;30 a 34 años;224;5356;41.82
2022;Fontibón;30 a 34 años;704;17784;39.59
2022;La Candelaria;30 a 34 años;41;792;51.77
2022;Chapinero;30 a 34 años;344;9546;36.04
2022;Bogotá;30 a 34 años;14725;362559;40.61
2022;Rafael Uribe Uribe;30 a 34 años;714;16557;43.12
2022;Bosa;30 a 34 años;1318;34010;38.75
2022;Teusaquillo;30 a 34 años;281;8403;33.44
2022;Engativá;30 a 34 años;1487;39512;37.63
2022;Tunjuelito;30 a 34 años;339;8037;42.18
2022;Usme;30 a 34 años;667;17012;39.21
2022;Kennedy;30 a 34 años;1991;48673;40.91
2022;Ciudad Bolívar;30 a 34 años;1235;29229;42.25
2022;Barrios Unidos;30 a 34 años;284;6814;41.68
2022;Sumapaz;30 a 34 años;4;137;29.2
2022;San Cristóbal;30 a 34 años;627;17403;36.03
2022;Sin Información;30 a 34 años;10;0;0
2022;Antonio Nariño;30 a 34 años;165;3606;45.76
2022;Los Mártires;30 a 34 años;190;4444;42.75
2022;Usaquén;30 a 34 años;1230;27373;44.93
2022;Puente Aranda;30 a 34 años;465;11135;41.76
2023;Teusaquillo;30 a 34 años;260;8691;29.92
2023;Sumapaz;30 a 34 años;12;140;85.71
2023;Suba;30 a 34 años;2414;57896;41.7
2023;Santa Fe;30 a 34 años;221;5565;39.71
2023;Fontibón;30 a 34 años;752;18174;41.38
2023;Bogotá;30 a 34 años;14341;369950;38.76
2023;Barrios Unidos;30 a 34 años;237;6787;34.92
2023;Bosa;30 a 34 años;1253;35090;35.71
2023;Rafael Uribe Uribe;30 a 34 años;675;16889;39.97
2023;Tunjuelito;30 a 34 años;338;8297;40.74
2023;Kennedy;30 a 34 años;1861;49861;37.32
2023;Engativá;30 a 34 años;1537;40287;38.15
2023;Antonio Nariño;30 a 34 años;164;3693;44.41
2023;La Candelaria;30 a 34 años;43;803;53.55
2023;San Cristóbal;30 a 34 años;596;17805;33.47
2023;Sin Información;30 a 34 años;3;0;0
2023;Ciudad Bolívar;30 a 34 años;1197;29716;40.28
2023;Usme;30 a 34 años;608;17484;34.77
2023;Usaquén;30 a 34 años;1169;27345;42.75
2023;Los Mártires;30 a 34 años;182;4626;39.34
2023;Puente Aranda;30 a 34 años;454;11409;39.79
2023;Chapinero;30 a 34 años;365;9392;38.86
2024p;Barrios Unidos;30 a 34 años;231;6871;33.62
2024p;Usaquén;30 a 34 años;1114;27416;40.63
