Año;Área;Grupo de edad de la madre;Número de Nacimientos;Población Mujeres;Tasa
2007;Puente Aranda;40 a 44 años;144;10197;14.12
2007;Chapinero;40 a 44 años;59;5170;11.41
2007;Rafael Uribe Uribe;40 a 44 años;157;13859;11.33
2007;Kennedy;40 a 44 años;380;36254;10.48
2007;Barrios Unidos;40 a 44 años;53;7645;6.93
2007;Bogotá;40 a 44 años;2899;266703;10.87
2007;Fontibón;40 a 44 años;145;13568;10.69
2007;Bosa;40 a 44 años;203;19957;10.17
2007;Antonio Nariño;40 a 44 años;36;3760;9.57
2007;Usaquén;40 a 44 años;171;18924;9.04
2008;Santa Fe;40 a 44 años;48;3294;14.57
2008;Usme;40 a 44 años;137;10972;12.49
2008;Teusaquillo;40 a 44 años;62;5770;10.75
2008;Ciudad Bolívar;40 a 44 años;220;19154;11.49
2008;Rafael Uribe Uribe;40 a 44 años;140;13670;10.24
2008;Fontibón;40 a 44 años;155;13826;11.21
2008;Bogotá;40 a 44 años;2913;268045;10.87
2008;Los Mártires;40 a 44 años;23;3008;7.65
2008;Sumapaz;40 a 44 años;1;131;7.63
2008;Suba;40 a 44 años;449;41713;10.76
2008;San Cristóbal;40 a 44 años;174;14139;12.31
2008;Antonio Nariño;40 a 44 años;38;3563;10.67
2008;Tunjuelito;40 a 44 años;87;6743;12.9
2008;Chapinero;40 a 44 años;60;5307;11.31
2008;Barrios Unidos;40 a 44 años;54;7114;7.59
2008;Engativá;40 a 44 años;339;32217;10.52
2008;Usaquén;40 a 44 años;179;19406;9.22
2008;Sin Información;40 a 44 años;18;0;0
2008;Puente Aranda;40 a 44 años;119;10019;11.88
2008;La Candelaria;40 a 44 años;5;674;7.42
2008;Bosa;40 a 44 años;233;20799;11.2
2008;Kennedy;40 a 44 años;372;36526;10.18
2009;Kennedy;40 a 44 años;385;36652;10.5
2009;Bosa;40 a 44 años;233;21452;10.86
2009;San Cristóbal;40 a 44 años;140;13911;10.06
2009;Usaquén;40 a 44 años;191;19749;9.67
2009;La Candelaria;40 a 44 años;7;646;10.84
2009;Antonio Nariño;40 a 44 años;28;3387;8.27
2009;Suba;40 a 44 años;453;42356;10.7
2009;Los Mártires;40 a 44 años;29;2895;10.02
2009;Puente Aranda;40 a 44 años;108;9813;11.01
2009;Santa Fe;40 a 44 años;37;3290;11.25
2009;Engativá;40 a 44 años;341;31733;10.75
2009;Usme;40 a 44 años;116;11116;10.44
2009;Sin Información;40 a 44 años;11;0;0
2009;Fontibón;40 a 44 años;155;13983;11.08
2009;Tunjuelito;40 a 44 años;92;6601;13.94
2009;Bogotá;40 a 44 años;2861;268174;10.67
2009;Teusaquillo;40 a 44 años;59;5764;10.24
2009;Sumapaz;40 a 44 años;3;122;24.59
2009;Chapinero;40 a 44 años;65;5411;12.01
2009;Ciudad Bolívar;40 a 44 años;202;19204;10.52
2009;Rafael Uribe Uribe;40 a 44 años;136;13443;10.12
2009;Barrios Unidos;40 a 44 años;70;6646;10.53
2010;Antonio Nariño;40 a 44 años;30;3229;9.29
2010;Rafael Uribe Uribe;40 a 44 años;126;13180;9.56
2010;Fontibón;40 a 44 años;151;14049;10.75
2010;Teusaquillo;40 a 44 años;49;5745;8.53
2010;Sin Información;40 a 44 años;16;0;0
2010;Bogotá;40 a 44 años;2780;267161;10.41
2010;Chapinero;40 a 44 años;89;5481;16.24
2010;Santa Fe;40 a 44 años;43;3277;13.12
2010;Barrios Unidos;40 a 44 años;59;6229;9.47
2010;Los Mártires;40 a 44 años;45;2791;16.12
2010;Kennedy;40 a 44 años;316;36642;8.62
2010;Sumapaz;40 a 44 años;1;113;8.85
2010;Bosa;40 a 44 años;214;21930;9.76
2010;Usme;40 a 44 años;126;11196;11.25
2010;Tunjuelito;40 a 44 años;85;6441;13.2
2010;Engativá;40 a 44 años;323;31156;10.37
2010;Suba;40 a 44 años;441;42709;10.33
2010;Puente Aranda;40 a 44 años;92;9575;9.61
2010;San Cristóbal;40 a 44 años;125;13655;9.15
2010;Ciudad Bolívar;40 a 44 años;225;19177;11.73
2010;La Candelaria;40 a 44 años;10;618;16.18
2010;Usaquén;40 a 44 años;214;19968;10.72
2011;Engativá;40 a 44 años;313;30507;10.26
2011;Tunjuelito;40 a 44 años;76;6269;12.12
2011;San Cristóbal;40 a 44 años;129;13376;9.64
2011;Santa Fe;40 a 44 años;36;3254;11.06
2011;Ciudad Bolívar;40 a 44 años;193;19091;10.11
2011;Usaquén;40 a 44 años;198;20083;9.86
2011;Puente Aranda;40 a 44 años;73;9313;7.84
2011;Rafael Uribe Uribe;40 a 44 años;127;12890;9.85
2011;Suba;40 a 44 años;418;42819;9.76
2011;Bosa;40 a 44 años;198;22259;8.9
2011;Teusaquillo;40 a 44 años;60;5713;10.5
2011;Sumapaz;40 a 44 años;2;105;19.05
2011;Antonio Nariño;40 a 44 años;37;3087;11.99
2011;Usme;40 a 44 años;100;11213;8.92
2011;Los Mártires;40 a 44 años;28;2693;10.4
2011;Bogotá;40 a 44 años;2602;265209;9.81
2011;Sin Información;40 a 44 años;3;0;0
2011;La Candelaria;40 a 44 años;6;595;10.08
2011;Kennedy;40 a 44 años;346;36521;9.47
2011;Chapinero;40 a 44 años;78;5527;14.11
2011;Fontibón;40 a 44 años;123;14035;8.76
2011;Barrios Unidos;40 a 44 años;58;5859;9.9
2012;Chapinero;40 a 44 años;88;5556;15.84
2012;Bosa;40 a 44 años;182;22483;8.1
2012;Barrios Unidos;40 a 44 años;49;5541;8.84
2012;La Candelaria;40 a 44 años;17;575;29.57
2012;Antonio Nariño;40 a 44 años;34;2960;11.49
2012;Bogotá;40 a 44 años;2531;262747;9.63
2012;Rafael Uribe Uribe;40 a 44 años;132;12589;10.49
2012;San Cristóbal;40 a 44 años;99;13092;7.56
2012;Los Mártires;40 a 44 años;32;2607;12.27
2012;Tunjuelito;40 a 44 años;57;6091;9.36
2012;Kennedy;40 a 44 años;388;36342;10.68
2012;Teusaquillo;40 a 44 años;58;5679;10.21
2012;Usaquén;40 a 44 años;206;20132;10.23
2012;Puente Aranda;40 a 44 años;85;9041;9.4
2012;Sumapaz;40 a 44 años;0;100;0
2012;Suba;40 a 44 años;395;42755;9.24
2012;Engativá;40 a 44 años;249;29835;8.35
2012;Santa Fe;40 a 44 años;32;3228;9.91
2012;Usme;40 a 44 años;83;11198;7.41
2012;Ciudad Bolívar;40 a 44 años;201;18972;10.59
2012;Fontibón;40 a 44 años;144;13971;10.31
2013;Suba;40 a 44 años;424;42628;9.95
2013;Los Mártires;40 a 44 años;28;2537;11.04
2013;Puente Aranda;40 a 44 años;86;8787;9.79
2013;Ciudad Bolívar;40 a 44 años;174;18865;9.22
2013;Kennedy;40 a 44 años;351;36188;9.7
2013;La Candelaria;40 a 44 años;14;556;25.18
2013;Barrios Unidos;40 a 44 años;52;5276;9.86
2013;Fontibón;40 a 44 años;124;13892;8.93
2013;Santa Fe;40 a 44 años;35;3206;10.92
2013;San Cristóbal;40 a 44 años;99;12831;7.72
2013;Bogotá;40 a 44 años;2449;260382;9.41
2013;Tunjuelito;40 a 44 años;73;5924;12.32
2013;Antonio Nariño;40 a 44 años;39;2851;13.68
2013;Engativá;40 a 44 años;272;29210;9.31
2013;Usaquén;40 a 44 años;195;20160;9.67
2013;Usme;40 a 44 años;95;11169;8.51
2013;Chapinero;40 a 44 años;61;5582;10.93
2013;Teusaquillo;40 a 44 años;49;5653;8.67
2013;Rafael Uribe Uribe;40 a 44 años;109;12308;8.86
2013;Sumapaz;40 a 44 años;1;95;10.53
2013;Bosa;40 a 44 años;168;22664;7.41
2014;Kennedy;40 a 44 años;294;36116;8.14
2014;Teusaquillo;40 a 44 años;69;5645;12.22
2014;Fontibón;40 a 44 años;118;13823;8.54
2014;Bosa;40 a 44 años;184;22854;8.05
2014;San Cristóbal;40 a 44 años;112;12617;8.88
2014;Santa Fe;40 a 44 años;28;3191;8.77
2014;Barrios Unidos;40 a 44 años;71;5065;14.02
2014;La Candelaria;40 a 44 años;9;543;16.57
2014;Sumapaz;40 a 44 años;2;92;21.74
2014;Tunjuelito;40 a 44 años;59;5779;10.21
2014;Antonio Nariño;40 a 44 años;26;2765;9.4
2014;Chapinero;40 a 44 años;71;5616;12.64
2014;Suba;40 a 44 años;405;42527;9.52
2014;Bogotá;40 a 44 años;2385;258592;9.22
2014;Ciudad Bolívar;40 a 44 años;178;18802;9.47
2014;Puente Aranda;40 a 44 años;76;8563;8.88
2014;Rafael Uribe Uribe;40 a 44 años;96;12070;7.95
2014;Los Mártires;40 a 44 años;27;2480;10.89
2014;Usaquén;40 a 44 años;230;20206;11.38
2014;Usme;40 a 44 años;87;11152;7.8
2014;Engativá;40 a 44 años;243;28686;8.47
2015;Ciudad Bolívar;40 a 44 años;176;18817;9.35
2015;Bogotá;40 a 44 años;2564;257923;9.94
2015;Usme;40 a 44 años;100;11174;8.95
2015;Kennedy;40 a 44 años;336;36201;9.28
2015;Tunjuelito;40 a 44 años;46;5672;8.11
2015;Sumapaz;40 a 44 años;0;89;0
2015;Chapinero;40 a 44 años;90;5670;15.87
2015;Puente Aranda;40 a 44 años;79;8393;9.41
2015;Usaquén;40 a 44 años;241;20315;11.86
2015;Engativá;40 a 44 años;274;28324;9.67
2015;Teusaquillo;40 a 44 años;50;5663;8.83
2015;Sin Información;40 a 44 años;6;0;0
2015;Rafael Uribe Uribe;40 a 44 años;107;11898;8.99
2015;Barrios Unidos;40 a 44 años;67;4913;13.64
2015;Bosa;40 a 44 años;193;23107;8.35
2015;Fontibón;40 a 44 años;139;13802;10.07
2015;Los Mártires;40 a 44 años;36;2440;14.75
2015;La Candelaria;40 a 44 años;7;532;13.16
2015;Suba;40 a 44 años;432;42545;10.15
2015;San Cristóbal;40 a 44 años;107;12473;8.58
2015;Antonio Nariño;40 a 44 años;43;2703;15.91
2015;Santa Fe;40 a 44 años;35;3192;10.96
2016;Barrios Unidos;40 a 44 años;45;4822;9.33
2016;Engativá;40 a 44 años;254;28197;9.01
2016;Antonio Nariño;40 a 44 años;34;2668;12.74
2016;Usme;40 a 44 años;90;11266;7.99
2016;Suba;40 a 44 años;421;42809;9.83
2016;Kennedy;40 a 44 años;366;36537;10.02
2016;Puente Aranda;40 a 44 años;63;8296;7.59
2016;Sin Información;40 a 44 años;11;0;0
2016;Chapinero;40 a 44 años;82;5761;14.23
2016;Los Mártires;40 a 44 años;23;2425;9.48
2016;La Candelaria;40 a 44 años;7;526;13.31
2016;Ciudad Bolívar;40 a 44 años;164;18966;8.65
2016;San Cristóbal;40 a 44 años;87;12431;7
2016;Sumapaz;40 a 44 años;0;87;0
2016;Usaquén;40 a 44 años;247;20537;12.03
2016;Fontibón;40 a 44 años;155;13868;11.18
2016;Rafael Uribe Uribe;40 a 44 años;101;11823;8.54
2016;Tunjuelito;40 a 44 años;53;5613;9.44
2016;Teusaquillo;40 a 44 años;76;5725;13.28
2016;Bosa;40 a 44 años;176;23495;7.49
2016;Santa Fe;40 a 44 años;33;3215;10.26
2016;Bogotá;40 a 44 años;2488;259067;9.6
2017;Bosa;40 a 44 años;201;23989;8.38
2017;La Candelaria;40 a 44 años;13;526;24.71
2017;Los Mártires;40 a 44 años;27;2425;11.13
2017;Usaquén;40 a 44 años;257;20847;12.33
2017;Antonio Nariño;40 a 44 años;31;2651;11.69
2017;Fontibón;40 a 44 años;135;14002;9.64
2017;Kennedy;40 a 44 años;333;37069;8.98
2017;Bogotá;40 a 44 años;2483;261634;9.49
2017;Tunjuelito;40 a 44 años;54;5597;9.65
2017;Sumapaz;40 a 44 años;2;88;22.73
2017;Chapinero;40 a 44 años;94;5881;15.98
2017;Suba;40 a 44 años;431;43264;9.96
2017;Engativá;40 a 44 años;268;28261;9.48
2017;Santa Fe;40 a 44 años;38;3258;11.66
2017;San Cristóbal;40 a 44 años;92;12470;7.38
2017;Puente Aranda;40 a 44 años;69;8263;8.35
2017;Usme;40 a 44 años;74;11413;6.48
2017;Barrios Unidos;40 a 44 años;64;4781;13.39
2017;Teusaquillo;40 a 44 años;53;5819;9.11
2017;Sin Información;40 a 44 años;6;0;0
2017;Rafael Uribe Uribe;40 a 44 años;92;11824;7.78
2017;Ciudad Bolívar;40 a 44 años;149;19206;7.76
2018;Barrios Unidos;40 a 44 años;50;4865;10.28
2018;La Candelaria;40 a 44 años;7;530;13.21
2018;Engativá;40 a 44 años;249;28043;8.88
2018;Usaquén;40 a 44 años;254;21006;12.09
2018;Teusaquillo;40 a 44 años;64;5467;11.71
2018;Kennedy;40 a 44 años;354;38259;9.25
2018;Suba;40 a 44 años;431;44320;9.72
2018;Ciudad Bolívar;40 a 44 años;173;19804;8.74
2018;Bosa;40 a 44 años;187;25252;7.41
2018;Antonio Nariño;40 a 44 años;21;2694;7.8
2018;Bogotá;40 a 44 años;2452;266214;9.21
2018;Rafael Uribe Uribe;40 a 44 años;82;11668;7.03
2018;Chapinero;40 a 44 años;97;5808;16.7
2018;Santa Fe;40 a 44 años;30;3323;9.03
2018;Usme;40 a 44 años;90;11713;7.68
2018;Los Mártires;40 a 44 años;26;2317;11.22
2018;Fontibón;40 a 44 años;127;14333;8.86
2018;Tunjuelito;40 a 44 años;62;5704;10.87
2018;Sumapaz;40 a 44 años;1;89;11.24
2018;San Cristóbal;40 a 44 años;73;12719;5.74
2018;Sin Información;40 a 44 años;4;0;0
2018;Puente Aranda;40 a 44 años;70;8300;8.43
2019;Bogotá;40 a 44 años;2449;275440;8.89
2019;Bosa;40 a 44 años;201;25683;7.83
2019;Sumapaz;40 a 44 años;0;93;0
2019;Tunjuelito;40 a 44 años;46;5791;7.94
2019;Rafael Uribe Uribe;40 a 44 años;84;12259;6.85
2019;La Candelaria;40 a 44 años;8;545;14.68
2019;Teusaquillo;40 a 44 años;71;6060;11.72
2019;Kennedy;40 a 44 años;309;38921;7.94
2019;Ciudad Bolívar;40 a 44 años;160;20453;7.82
2019;Los Mártires;40 a 44 años;23;2665;8.63
2019;Santa Fe;40 a 44 años;37;3387;10.92
2019;San Cristóbal;40 a 44 años;87;12868;6.76
2019;Chapinero;40 a 44 años;95;6331;15.01
2019;Puente Aranda;40 a 44 años;85;8492;10.01
2019;Fontibón;40 a 44 años;140;14752;9.49
2019;Usme;40 a 44 años;83;12045;6.89
2019;Engativá;40 a 44 años;243;28858;8.42
2019;Antonio Nariño;40 a 44 años;25;2690;9.29
2019;Usaquén;40 a 44 años;248;22101;11.22
2019;Barrios Unidos;40 a 44 años;56;5059;11.07
2019;Suba;40 a 44 años;448;46387;9.66
2020;Fontibón;40 a 44 años;104;15245;6.82
2020;Puente Aranda;40 a 44 años;81;8728;9.28
2020;San Cristóbal;40 a 44 años;92;13274;6.93
2020;Barrios Unidos;40 a 44 años;58;5223;11.1
2020;Usme;40 a 44 años;75;12613;5.95
2020;Tunjuelito;40 a 44 años;43;6029;7.13
2020;Bogotá;40 a 44 años;2391;285173;8.38
2020;Usaquén;40 a 44 años;241;22986;10.48
2020;Los Mártires;40 a 44 años;22;2735;8.04
2020;Sin Información;40 a 44 años;2;0;0
2020;La Candelaria;40 a 44 años;11;562;19.57
2020;Antonio Nariño;40 a 44 años;22;2760;7.97
2020;Santa Fe;40 a 44 años;34;3553;9.57
2020;Chapinero;40 a 44 años;85;6653;12.78
2020;Sumapaz;40 a 44 años;0;91;0
2020;Kennedy;40 a 44 años;292;40424;7.22
2020;Suba;40 a 44 años;414;47717;8.68
2020;Ciudad Bolívar;40 a 44 años;156;21173;7.37
2020;Teusaquillo;40 a 44 años;71;6429;11.04
2020;Engativá;40 a 44 años;263;29852;8.81
2020;Rafael Uribe Uribe;40 a 44 años;109;12655;8.61
2020;Bosa;40 a 44 años;216;26471;8.16
2021;Usme;40 a 44 años;69;13003;5.31
2021;Antonio Nariño;40 a 44 años;27;2851;9.47
2021;Suba;40 a 44 años;399;48682;8.2
2021;Chapinero;40 a 44 años;86;6983;12.32
2021;Kennedy;40 a 44 años;275;41446;6.64
2021;Barrios Unidos;40 a 44 años;51;5422;9.41
2021;Santa Fe;40 a 44 años;38;3765;10.09
2021;Sin Información;40 a 44 años;2;0;0
2021;Teusaquillo;40 a 44 años;63;6735;9.35
2021;Puente Aranda;40 a 44 años;62;8926;6.95
2021;Bogotá;40 a 44 años;2200;293719;7.49
2021;Fontibón;40 a 44 años;110;15760;6.98
2021;San Cristóbal;40 a 44 años;98;13596;7.21
2021;Los Mártires;40 a 44 años;25;2854;8.76
2021;Usaquén;40 a 44 años;240;23689;10.13
2021;Rafael Uribe Uribe;40 a 44 años;79;13019;6.07
2021;Sumapaz;40 a 44 años;1;101;9.9
2021;Ciudad Bolívar;40 a 44 años;163;22041;7.4
2021;Bosa;40 a 44 años;163;27188;6
2021;Engativá;40 a 44 años;197;30867;6.38
2021;Tunjuelito;40 a 44 años;45;6201;7.26
2021;La Candelaria;40 a 44 años;7;590;11.86
2022;Barrios Unidos;40 a 44 años;44;5463;8.05
2022;Bogotá;40 a 44 años;2315;300218;7.71
2022;Kennedy;40 a 44 años;265;42546;6.23
2022;Puente Aranda;40 a 44 años;69;9093;7.59
2022;Ciudad Bolívar;40 a 44 años;169;22634;7.47
2022;Fontibón;40 a 44 años;125;15861;7.88
2022;Engativá;40 a 44 años;230;31654;7.27
2022;Usme;40 a 44 años;88;13529;6.5
2022;Teusaquillo;40 a 44 años;68;6976;9.75
2022;Antonio Nariño;40 a 44 años;32;2922;10.95
2022;Santa Fe;40 a 44 años;33;3852;8.57
2022;La Candelaria;40 a 44 años;3;583;5.15
2022;Sin Información;40 a 44 años;2;0;0
2022;Suba;40 a 44 años;437;49055;8.91
2022;Sumapaz;40 a 44 años;2;98;20.41
2022;Tunjuelito;40 a 44 años;39;6308;6.18
2022;San Cristóbal;40 a 44 años;71;13993;5.07
2022;Chapinero;40 a 44 años;98;7196;13.62
2022;Usaquén;40 a 44 años;249;24087;10.34
2022;Los Mártires;40 a 44 años;15;3043;4.93
2022;Bosa;40 a 44 años;168;28035;5.99
2022;Rafael Uribe Uribe;40 a 44 años;108;13290;8.13
2023;Engativá;40 a 44 años;218;32224;6.77
2023;Rafael Uribe Uribe;40 a 44 años;81;13555;5.98
2023;Suba;40 a 44 años;370;49438;7.48
2023;Sumapaz;40 a 44 años;1;107;9.35
2023;Bosa;40 a 44 años;143;28818;4.96
2023;Antonio Nariño;40 a 44 años;27;2933;9.21
2023;Barrios Unidos;40 a 44 años;51;5477;9.31
2023;Teusaquillo;40 a 44 años;69;7381;9.35
2023;Usaquén;40 a 44 años;221;24337;9.08
2023;Kennedy;40 a 44 años;256;43077;5.94
2023;Puente Aranda;40 a 44 años;57;9170;6.22
2023;Fontibón;40 a 44 años;95;16016;5.93
2023;La Candelaria;40 a 44 años;9;591;15.23
2023;San Cristóbal;40 a 44 años;76;14045;5.41
2023;Santa Fe;40 a 44 años;34;4081;8.33
2023;Ciudad Bolívar;40 a 44 años;143;22941;6.23
2023;Los Mártires;40 a 44 años;16;3191;5.01
2023;Tunjuelito;40 a 44 años;36;6316;5.7
2023;Usme;40 a 44 años;62;13879;4.47
2023;Chapinero;40 a 44 años;89;7360;12.09
2023;Bogotá;40 a 44 años;2054;304937;6.74
2024p;Teusaquillo;40 a 44 años;55;7551;7.28
2024p;Barrios Unidos;40 a 44 años;43;5473;7.86
2024p;Bogotá;40 a 44 años;1908;308040;6.19
2024p;Kennedy;40 a 44 años;225;43272;5.2
2024p;Usaquén;40 a 44 años;239;24446;9.78
2024p;La Candelaria;40 a 44 años;3;598;5.02
2024p;Puente Aranda;40 a 44 años;54;9223;5.85
2024p;Rafael Uribe Uribe;40 a 44 años;75;13603;5.51
2024p;Tunjuelito;40 a 44 años;33;6388;5.17
2024p;Santa Fe;40 a 44 años;32;4264;7.5
2024p;Fontibón;40 a 44 años;107;16028;6.68
2024p;Engativá;40 a 44 años;195;32574;5.99
2024p;Ciudad Bolívar;40 a 44 años;135;23628;5.71
2024p;Suba;40 a 44 años;335;49381;6.78
2024p;Los Mártires;40 a 44 años;21;3329;6.31
2024p;Usme;40 a 44 años;72;14211;5.07
2024p;San Cristóbal;40 a 44 años;58;14273;4.06
2024p;Bosa;40 a 44 años;126;29208;4.31
2024p;Chapinero;40 a 44 años;80;7458;10.73
2024p;Sumapaz;40 a 44 años;1;109;9.17
2024p;Antonio Nariño;40 a 44 años;19;3023;6.29
2005;Santa Fe;45 a 49 años;4;2811;1.42
2005;Fontibón;45 a 49 años;4;10121;0.4
2005;Chapinero;45 a 49 años;3;4694;0.64
2005;Los Mártires;45 a 49 años;2;3323;0.6
2005;Bogotá;45 a 49 años;151;219848;0.69
2005;Suba;45 a 49 años;27;31751;0.85
2005;Usme;45 a 49 años;7;8239;0.85
2005;Tunjuelito;45 a 49 años;3;5944;0.5
2005;Kennedy;45 a 49 años;20;29447;0.68
2005;Puente Aranda;45 a 49 años;4;8815;0.45
2005;La Candelaria;45 a 49 años;0;775;0
2005;Sumapaz;45 a 49 años;0;152;0
2005;Engativá;45 a 49 años;8;28318;0.28
2005;Antonio Nariño;45 a 49 años;2;3967;0.5
2005;Teusaquillo;45 a 49 años;2;5577;0.36
2005;Ciudad Bolívar;45 a 49 años;12;15149;0.79
2005;Barrios Unidos;45 a 49 años;3;8303;0.36
2005;Sin Información;45 a 49 años;4;0;0
2005;Bosa;45 a 49 años;8;13390;0.6
2005;Rafael Uribe Uribe;45 a 49 años;12;11428;1.05
2005;San Cristóbal;45 a 49 años;16;11537;1.39
2005;Usaquén;45 a 49 años;10;16107;0.62
2006;La Candelaria;45 a 49 años;0;749;0
2006;Kennedy;45 a 49 años;27;30703;0.88
2006;Usme;45 a 49 años;5;8771;0.57
2006;Engativá;45 a 49 años;16;28900;0.55
2006;San Cristóbal;45 a 49 años;8;11758;0.68
2006;Sumapaz;45 a 49 años;0;141;0
2006;Bogotá;45 a 49 años;196;228709;0.86
2006;Santa Fe;45 a 49 años;5;2909;1.72
2006;Teusaquillo;45 a 49 años;6;5711;1.05
2006;Barrios Unidos;45 a 49 años;5;7841;0.64
2006;Puente Aranda;45 a 49 años;6;8945;0.67
2006;Bosa;45 a 49 años;14;14792;0.95
2006;Los Mártires;45 a 49 años;5;3250;1.54
2006;Usaquén;45 a 49 años;5;17213;0.29
2006;Antonio Nariño;45 a 49 años;0;3830;0
2006;Tunjuelito;45 a 49 años;4;6014;0.67
2006;Chapinero;45 a 49 años;4;4988;0.8
2006;Sin Información;45 a 49 años;9;0;0
2006;Ciudad Bolívar;45 a 49 años;24;15785;1.52
2006;Fontibón;45 a 49 años;13;10791;1.2
2006;Rafael Uribe Uribe;45 a 49 años;15;11641;1.29
2006;Suba;45 a 49 años;25;33977;0.74
2007;Kennedy;45 a 49 años;27;31888;0.85
2007;Puente Aranda;45 a 49 años;6;9063;0.66
2007;Usaquén;45 a 49 años;15;18189;0.82
2007;Los Mártires;45 a 49 años;3;3187;0.94
2007;San Cristóbal;45 a 49 años;11;11979;0.92
2007;Chapinero;45 a 49 años;3;5243;0.57
2007;Ciudad Bolívar;45 a 49 años;13;16386;0.79
2007;Bogotá;45 a 49 años;212;236891;0.89
2007;Sin Información;45 a 49 años;12;0;0
2007;Tunjuelito;45 a 49 años;4;6078;0.66
2007;Antonio Nariño;45 a 49 años;3;3707;0.81
2007;Santa Fe;45 a 49 años;8;2997;2.67
2007;Bosa;45 a 49 años;14;16125;0.87
2007;Barrios Unidos;45 a 49 años;5;7426;0.67
2007;Suba;45 a 49 años;36;36001;1
2007;La Candelaria;45 a 49 años;0;727;0
2007;Teusaquillo;45 a 49 años;7;5826;1.2
2007;Engativá;45 a 49 años;19;29421;0.65
2007;Rafael Uribe Uribe;45 a 49 años;8;11843;0.68
2007;Fontibón;45 a 49 años;9;11408;0.79
2007;Usme;45 a 49 años;9;9264;0.97
2007;Sumapaz;45 a 49 años;0;133;0
2008;Engativá;45 a 49 años;18;29845;0.6
2008;Usme;45 a 49 años;11;9706;1.13
2008;Santa Fe;45 a 49 años;3;3074;0.98
2008;San Cristóbal;45 a 49 años;11;12185;0.9
2008;Bogotá;45 a 49 años;182;244112;0.75
2008;Antonio Nariño;45 a 49 años;0;3597;0
2008;La Candelaria;45 a 49 años;1;705;1.42
2008;Los Mártires;45 a 49 años;1;3129;0.32
2008;Chapinero;45 a 49 años;3;5449;0.55
2008;Tunjuelito;45 a 49 años;5;6131;0.82
2008;Ciudad Bolívar;45 a 49 años;17;16929;1
2008;Kennedy;45 a 49 años;16;32959;0.49
2008;Puente Aranda;45 a 49 años;6;9156;0.66
2008;Usaquén;45 a 49 años;15;19017;0.79
2008;Sin Información;45 a 49 años;3;0;0
2008;Barrios Unidos;45 a 49 años;6;7050;0.85
2008;Teusaquillo;45 a 49 años;5;5915;0.85
2008;Rafael Uribe Uribe;45 a 49 años;8;12015;0.67
2008;Sumapaz;45 a 49 años;0;127;0
2008;Suba;45 a 49 años;37;37784;0.98
2008;Fontibón;45 a 49 años;8;11961;0.67
2008;Bosa;45 a 49 años;8;17378;0.46
2009;Antonio Nariño;45 a 49 años;1;3492;0.29
2009;Ciudad Bolívar;45 a 49 años;11;17413;0.63
2009;Teusaquillo;45 a 49 años;7;5978;1.17
2009;Engativá;45 a 49 años;16;30155;0.53
2009;Puente Aranda;45 a 49 años;6;9218;0.65
2009;Tunjuelito;45 a 49 años;7;6166;1.14
2009;Sumapaz;45 a 49 años;0;122;0
2009;Sin Información;45 a 49 años;3;0;0
2009;Barrios Unidos;45 a 49 años;2;6698;0.3
2009;San Cristóbal;45 a 49 años;6;12373;0.48
2009;Bogotá;45 a 49 años;172;250281;0.69
2009;Kennedy;45 a 49 años;19;33908;0.56
2009;Santa Fe;45 a 49 años;2;3137;0.64
2009;Usaquén;45 a 49 años;12;19692;0.61
2009;Chapinero;45 a 49 años;5;5611;0.89
2009;Fontibón;45 a 49 años;10;12450;0.8
2009;La Candelaria;45 a 49 años;0;685;0
2009;Bosa;45 a 49 años;12;18542;0.65
2009;Los Mártires;45 a 49 años;5;3072;1.63
2009;Rafael Uribe Uribe;45 a 49 años;9;12153;0.74
2009;Suba;45 a 49 años;34;39321;0.86
2009;Usme;45 a 49 años;5;10095;0.5
2010;Tunjuelito;45 a 49 años;6;6183;0.97
2010;Suba;45 a 49 años;42;40605;1.03
2010;Antonio Nariño;45 a 49 años;0;3392;0
2010;La Candelaria;45 a 49 años;2;666;3
2010;Kennedy;45 a 49 años;40;34714;1.15
2010;San Cristóbal;45 a 49 años;11;12532;0.88
2010;Los Mártires;45 a 49 años;1;3017;0.33
2010;Usaquén;45 a 49 años;11;20212;0.54
2010;Rafael Uribe Uribe;45 a 49 años;12;12251;0.98
2010;Fontibón;45 a 49 años;11;12869;0.85
2010;Usme;45 a 49 años;6;10425;0.58
2010;Puente Aranda;45 a 49 años;14;9242;1.51
2010;Barrios Unidos;45 a 49 años;5;6372;0.78
2010;Ciudad Bolívar;45 a 49 años;13;17820;0.73
2010;Santa Fe;45 a 49 años;2;3186;0.63
2010;Chapinero;45 a 49 años;6;5728;1.05
2010;Teusaquillo;45 a 49 años;5;6011;0.83
2010;Bosa;45 a 49 años;11;19609;0.56
2010;Bogotá;45 a 49 años;212;255287;0.83
2010;Engativá;45 a 49 años;14;30337;0.46
2010;Sumapaz;45 a 49 años;0;116;0
2011;La Candelaria;45 a 49 años;1;647;1.55
2011;Usme;45 a 49 años;12;10683;1.12
2011;Puente Aranda;45 a 49 años;9;9217;0.98
2011;Ciudad Bolívar;45 a 49 años;14;18132;0.77
2011;Barrios Unidos;45 a 49 años;7;6062;1.15
2011;Usaquén;45 a 49 años;11;20559;0.54
2011;Kennedy;45 a 49 años;33;35332;0.93
2011;Santa Fe;45 a 49 años;5;3218;1.55
2011;Fontibón;45 a 49 años;11;13201;0.83
